Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping_lead_time,Region_Route,State_Route,efficiency_score
7851,US-2024-107167-CHO-MIL-31000,2025-10-06,2029-12-05,Standard Class,107167,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,1521.0,Factory->Gulf,Factory->Florida,0.32840236686390534
7852,US-2024-106103-CHO-FUD-51000,2025-10-06,2029-12-06,Standard Class,106103,United States,Rochester Hills,Michigan,48307,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1522.0,Factory->Interior,Factory->Michigan,0.3276627218934911
7853,US-2024-140963-CHO-SCR-58000,2025-10-06,2029-12-04,First Class,140963,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1520.0,Factory->Pacific,Factory->California,0.32914201183431957
7854,US-2024-158071-CHO-SCR-58000,2025-10-06,2029-12-06,Standard Class,158071,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1522.0,Factory->Pacific,Factory->Washington,0.3276627218934911
7855,US-2024-134565-CHO-TRI-54000,2025-11-06,2029-12-04,Second Class,134565,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1489.0,Factory->Pacific,Factory->Washington,0.3520710059171599
7856,US-2024-120418-CHO-MIL-31000,2025-11-06,2029-12-03,First Class,120418,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1488.0,Factory->Pacific,Factory->Arizona,0.3528106508875739
7857,US-2024-141481-CHO-FUD-51000,2025-11-06,2029-12-05,First Class,141481,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1490.0,Factory->Pacific,Factory->California,0.35133136094674566
7858,US-2024-102554-CHO-SCR-58000,2025-11-06,2029-12-06,Standard Class,102554,United States,Auburn,Alabama,36830,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1491.0,Factory->Gulf,Factory->Alabama,0.35059171597633143
7859,US-2024-120418-CHO-SCR-58000,2025-11-06,2029-12-03,First Class,120418,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1488.0,Factory->Pacific,Factory->Arizona,0.3528106508875739
7860,US-2024-120418-CHO-TRI-54000,2025-11-06,2029-12-03,First Class,120418,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1488.0,Factory->Pacific,Factory->Arizona,0.3528106508875739
7861,US-2024-133928-CHO-SCR-58000,2025-11-06,2029-12-08,Standard Class,133928,United States,Hickory,North Carolina,28601,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1493.0,Factory->Gulf,Factory->North Carolina,0.34911242603550297
7862,US-2024-134565-CHO-FUD-51000,2025-11-06,2029-12-04,Second Class,134565,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1489.0,Factory->Pacific,Factory->Washington,0.3520710059171599
7863,US-2024-152002-CHO-TRI-54000,2025-11-06,2029-12-02,Same Day,152002,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1487.0,Factory->Pacific,Factory->California,0.35355029585798814
7864,US-2024-134565-CHO-TRI-54000,2025-11-06,2029-12-04,Second Class,134565,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1489.0,Factory->Pacific,Factory->Washington,0.3520710059171599
7865,US-2024-120418-CHO-TRI-54000,2025-11-06,2029-12-03,First Class,120418,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1488.0,Factory->Pacific,Factory->Arizona,0.3528106508875739
7866,US-2024-120418-CHO-SCR-58000,2025-11-06,2029-12-03,First Class,120418,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1488.0,Factory->Pacific,Factory->Arizona,0.3528106508875739
7867,US-2024-134565-CHO-SCR-58000,2025-11-06,2029-12-04,Second Class,134565,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1489.0,Factory->Pacific,Factory->Washington,0.3520710059171599
7868,US-2024-134565-CHO-FUD-51000,2025-11-06,2029-12-04,Second Class,134565,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1489.0,Factory->Pacific,Factory->Washington,0.3520710059171599
7869,US-2024-108441-CHO-TRI-54000,2025-12-06,2029-12-09,Standard Class,108441,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1464.0,Factory->Atlantic,Factory->New York,0.3705621301775148
7870,US-2024-143861-CHO-NUT-13000,2025-12-06,2029-12-10,Standard Class,143861,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1465.0,Factory->Gulf,Factory->Florida,0.3698224852071006
7871,US-2024-124191-CHO-SCR-58000,2025-12-06,2029-12-05,Second Class,124191,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1460.0,Factory->Interior,Factory->Illinois,0.37352071005917153
7872,US-2024-148474-CHO-NUT-13000,2025-12-06,2029-12-10,Standard Class,148474,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1465.0,Factory->Gulf,Factory->Georgia,0.3698224852071006
7873,US-2024-108441-CHO-TRI-54000,2025-12-06,2029-12-09,Standard Class,108441,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1464.0,Factory->Atlantic,Factory->New York,0.3705621301775148
7874,US-2024-108441-CHO-FUD-51000,2025-12-06,2029-12-09,Standard Class,108441,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1464.0,Factory->Atlantic,Factory->New York,0.3705621301775148
7875,US-2024-148474-CHO-SCR-58000,2025-12-06,2029-12-10,Standard Class,148474,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1465.0,Factory->Gulf,Factory->Georgia,0.3698224852071006
7876,US-2024-108441-CHO-SCR-58000,2025-12-06,2029-12-09,Standard Class,108441,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1464.0,Factory->Atlantic,Factory->New York,0.3705621301775148
7877,US-2024-119424-CHO-MIL-31000,2025-12-06,2029-12-05,Second Class,119424,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1460.0,Factory->Pacific,Factory->Washington,0.37352071005917153
7878,US-2024-117821-CHO-MIL-31000,2025-12-06,2029-12-07,Standard Class,117821,United States,Marion,Ohio,43302,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1462.0,Factory->Atlantic,Factory->Ohio,0.3720414201183433
7879,US-2024-119424-CHO-MIL-31000,2025-12-06,2029-12-05,Second Class,119424,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1460.0,Factory->Pacific,Factory->Washington,0.37352071005917153
8026,US-2024-148362-CHO-SCR-58000,2025-01-07,2029-12-29,Standard Class,148362,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1817.0,Factory->Interior,Factory->Indiana,0.10946745562130178
8027,US-2024-148362-CHO-MIL-31000,2025-01-07,2029-12-29,Standard Class,148362,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1817.0,Factory->Interior,Factory->Indiana,0.10946745562130178
8028,US-2024-148362-CHO-NUT-13000,2025-01-07,2029-12-29,Standard Class,148362,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1817.0,Factory->Interior,Factory->Indiana,0.10946745562130178
8029,US-2024-107958-OTH-KAZ-38000,2025-02-07,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Other,Interior,OTH-KAZ-38000,Kazookles,13.0,4,1.0,12.0,1783.0,Factory->Interior,Factory->Texas,0.13461538461538458
8030,US-2024-107958-CHO-TRI-54000,2025-02-07,2029-12-26,First Class,107958,United States,Houston,Texas,77036,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1783.0,Factory->Interior,Factory->Texas,0.13461538461538458
8031,US-2024-169124-CHO-SCR-58000,2025-03-07,2029-12-31,Standard Class,169124,United States,Citrus Heights,California,95610,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1760.0,Factory->Pacific,Factory->California,0.15162721893491127
8032,US-2024-126179-CHO-TRI-54000,2025-03-07,2029-12-28,Standard Class,126179,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1757.0,Factory->Gulf,Factory->Georgia,0.15384615384615397
8033,US-2024-140053-CHO-NUT-13000,2025-03-07,2029-12-31,Standard Class,140053,United States,Farmington,New Mexico,87401,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1760.0,Factory->Pacific,Factory->New Mexico,0.15162721893491127
8034,US-2024-106747-CHO-FUD-51000,2025-03-07,2029-12-25,First Class,106747,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1754.0,Factory->Atlantic,Factory->New Hampshire,0.15606508875739644
8035,US-2024-111024-CHO-TRI-54000,2025-03-07,2029-12-27,Second Class,111024,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1756.0,Factory->Atlantic,Factory->Ohio,0.1545857988165682
8036,US-2024-124828-CHO-MIL-31000,2025-03-07,2029-12-25,First Class,124828,United States,Burlington,North Carolina,27217,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1754.0,Factory->Gulf,Factory->North Carolina,0.15606508875739644
8037,US-2024-111024-CHO-MIL-31000,2025-03-07,2029-12-27,Second Class,111024,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1756.0,Factory->Atlantic,Factory->Ohio,0.1545857988165682
8038,US-2024-121503-CHO-TRI-54000,2025-03-07,2029-12-27,Second Class,121503,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1756.0,Factory->Interior,Factory->Texas,0.1545857988165682
8039,US-2024-129777-CHO-NUT-13000,2025-03-07,2029-12-30,Standard Class,129777,United States,Quincy,Massachusetts,2169,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1759.0,Factory->Atlantic,Factory->Massachusetts,0.1523668639053255
8040,US-2024-111024-CHO-TRI-54000,2025-03-07,2029-12-27,Second Class,111024,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1756.0,Factory->Atlantic,Factory->Ohio,0.1545857988165682
8041,US-2024-139437-CHO-TRI-54000,2025-03-07,2029-12-29,Standard Class,139437,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1758.0,Factory->Pacific,Factory->California,0.15310650887573973
8042,US-2024-168109-CHO-NUT-13000,2025-03-07,2029-12-24,Same Day,168109,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1753.0,Factory->Pacific,Factory->Washington,0.15680473372781067
8043,US-2024-166233-CHO-MIL-31000,2025-03-07,2029-12-30,Standard Class,166233,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1759.0,Factory->Gulf,Factory->North Carolina,0.1523668639053255
8044,US-2024-129777-CHO-NUT-13000,2025-03-07,2029-12-30,Standard Class,129777,United States,Quincy,Massachusetts,2169,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,34.9,10,24.9,10.0,1759.0,Factory->Atlantic,Factory->Massachusetts,0.1523668639053255
8045,US-2024-168109-CHO-SCR-58000,2025-03-07,2029-12-24,Same Day,168109,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1753.0,Factory->Pacific,Factory->Washington,0.15680473372781067
8046,US-2024-168109-CHO-NUT-13000,2025-03-07,2029-12-24,Same Day,168109,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1753.0,Factory->Pacific,Factory->Washington,0.15680473372781067
8047,US-2024-121503-OTH-KAZ-38000,2025-03-07,2029-12-27,Second Class,121503,United States,Houston,Texas,77041,Other,Interior,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,1756.0,Factory->Interior,Factory->Texas,0.1545857988165682
8048,US-2024-168109-CHO-SCR-58000,2025-03-07,2029-12-24,Same Day,168109,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1753.0,Factory->Pacific,Factory->Washington,0.15680473372781067
8049,US-2024-126179-CHO-MIL-31000,2025-03-07,2029-12-28,Standard Class,126179,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1757.0,Factory->Gulf,Factory->Georgia,0.15384615384615397
8050,US-2024-111647-CHO-MIL-31000,2025-03-07,2029-12-28,Standard Class,111647,United States,Plano,Texas,75023,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1757.0,Factory->Interior,Factory->Texas,0.15384615384615397
8051,US-2024-100223-CHO-SCR-58000,2025-05-07,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1699.0,Factory->Interior,Factory->Texas,0.19674556213017746
8052,US-2024-100223-CHO-SCR-58000,2025-05-07,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1699.0,Factory->Interior,Factory->Texas,0.19674556213017746
8053,US-2024-100223-CHO-FUD-51000,2025-05-07,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1699.0,Factory->Interior,Factory->Texas,0.19674556213017746
8054,US-2024-100223-CHO-TRI-54000,2025-05-07,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1699.0,Factory->Interior,Factory->Texas,0.19674556213017746
8055,US-2024-100223-CHO-FUD-51000,2025-05-07,2029-12-31,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1699.0,Factory->Interior,Factory->Texas,0.19674556213017746
8056,US-2024-104388-CHO-NUT-13000,2025-05-07,2029-12-28,First Class,104388,United States,Fremont,Nebraska,68025,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1696.0,Factory->Interior,Factory->Nebraska,0.19896449704142016
8057,US-2024-152492-CHO-NUT-13000,2025-06-07,2029-12-27,Same Day,152492,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1664.0,Factory->Gulf,Factory->Florida,0.2226331360946745
8058,US-2024-101784-CHO-TRI-54000,2025-06-07,2030-01-01,Standard Class,101784,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1669.0,Factory->Pacific,Factory->California,0.21893491124260356
8059,US-2024-124303-CHO-MIL-31000,2025-06-07,2030-01-03,Standard Class,124303,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1671.0,Factory->Atlantic,Factory->Pennsylvania,0.2174556213017751
8060,US-2024-124303-CHO-FUD-51000,2025-06-07,2030-01-03,Standard Class,124303,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1671.0,Factory->Atlantic,Factory->Pennsylvania,0.2174556213017751
8061,US-2024-169551-CHO-TRI-54000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8062,US-2024-105053-CHO-TRI-54000,2025-07-07,2029-12-30,Second Class,105053,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1637.0,Factory->Atlantic,Factory->New York,0.24260355029585812
8063,US-2024-106824-CHO-TRI-54000,2025-07-07,2030-01-01,Standard Class,106824,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1639.0,Factory->Pacific,Factory->California,0.24112426035502965
8064,US-2024-169551-CHO-NUT-13000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8065,US-2024-169551-CHO-MIL-31000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8066,US-2024-169551-CHO-SCR-58000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8067,US-2024-169551-CHO-TRI-54000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8068,US-2024-155152-CHO-MIL-31000,2025-07-07,2029-12-30,Second Class,155152,United States,Warwick,Rhode Island,2886,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1637.0,Factory->Atlantic,Factory->Rhode Island,0.24260355029585812
8069,US-2024-169551-CHO-TRI-54000,2025-07-07,2029-12-30,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1637.0,Factory->Atlantic,Factory->Pennsylvania,0.24260355029585812
8070,US-2024-140480-CHO-NUT-13000,2025-08-07,2030-01-02,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1609.0,Factory->Atlantic,Factory->Delaware,0.26331360946745574
8071,US-2024-133249-CHO-MIL-31000,2025-08-07,2030-01-01,First Class,133249,United States,Pico Rivera,California,90660,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1608.0,Factory->Pacific,Factory->California,0.26405325443786976
8072,US-2024-108560-CHO-TRI-54000,2025-08-07,2030-01-05,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1612.0,Factory->Pacific,Factory->Washington,0.26109467455621305
8073,US-2024-138464-CHO-MIL-31000,2025-08-07,2030-01-02,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1609.0,Factory->Pacific,Factory->Washington,0.26331360946745574
8074,US-2024-140480-CHO-FUD-51000,2025-08-07,2030-01-02,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1609.0,Factory->Atlantic,Factory->Delaware,0.26331360946745574
8075,US-2024-134306-CHO-NUT-13000,2025-08-07,2030-01-02,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1609.0,Factory->Atlantic,Factory->Massachusetts,0.26331360946745574
8076,US-2024-140480-CHO-TRI-54000,2025-08-07,2030-01-02,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1609.0,Factory->Atlantic,Factory->Delaware,0.26331360946745574
8077,US-2024-138464-CHO-FUD-51000,2025-08-07,2030-01-02,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1609.0,Factory->Pacific,Factory->Washington,0.26331360946745574
8078,US-2024-140480-CHO-TRI-54000,2025-08-07,2030-01-02,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1609.0,Factory->Atlantic,Factory->Delaware,0.26331360946745574
8079,US-2024-134306-CHO-TRI-54000,2025-08-07,2030-01-02,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1609.0,Factory->Atlantic,Factory->Massachusetts,0.26331360946745574
8080,US-2024-138464-CHO-TRI-54000,2025-08-07,2030-01-02,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1609.0,Factory->Pacific,Factory->Washington,0.26331360946745574
8081,US-2024-108560-CHO-NUT-13000,2025-08-07,2030-01-05,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1612.0,Factory->Pacific,Factory->Washington,0.26109467455621305
8082,US-2024-138464-CHO-NUT-13000,2025-08-07,2030-01-02,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1609.0,Factory->Pacific,Factory->Washington,0.26331360946745574
8083,US-2024-150189-CHO-SCR-58000,2025-08-07,2029-12-31,First Class,150189,United States,San Mateo,California,94403,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1607.0,Factory->Pacific,Factory->California,0.264792899408284
8084,US-2024-108560-CHO-FUD-51000,2025-08-07,2030-01-05,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,1612.0,Factory->Pacific,Factory->Washington,0.26109467455621305
8085,US-2024-134306-CHO-MIL-31000,2025-08-07,2030-01-02,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1609.0,Factory->Atlantic,Factory->Massachusetts,0.26331360946745574
8086,US-2024-111759-CHO-FUD-51000,2025-08-07,2030-01-02,Standard Class,111759,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1609.0,Factory->Pacific,Factory->Washington,0.26331360946745574
8087,US-2024-140480-CHO-FUD-51000,2025-08-07,2030-01-02,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1609.0,Factory->Atlantic,Factory->Delaware,0.26331360946745574
8088,US-2024-108560-CHO-SCR-58000,2025-08-07,2030-01-05,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1612.0,Factory->Pacific,Factory->Washington,0.26109467455621305
8089,CA-2024-112109-CHO-MIL-31000,2025-08-07,2030-01-02,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1609.0,Factory->Interior,Factory->Manitoba,0.26331360946745574
